index,filename,mean_abs_diff_vs_prev_gray8
788,frame_000788.jpg,0.3939
789,frame_000789.jpg,0.3926
790,frame_000790.jpg,0.382
791,frame_000791.jpg,0.3865
792,frame_000792.jpg,0.3778
793,frame_000793.jpg,0.3929
794,frame_000794.jpg,0.3905
795,frame_000795.jpg,0.388
796,frame_000796.jpg,0.3982
797,frame_000797.jpg,0.3951
798,frame_000798.jpg,0.406
799,frame_000799.jpg,0.405
800,frame_000800.jpg,0.3925
801,frame_000801.jpg,0.3862
802,frame_000802.jpg,0.4015
803,frame_000803.jpg,0.3947
804,frame_000804.jpg,0.3915
805,frame_000805.jpg,0.4066
806,frame_000806.jpg,0.3967
807,frame_000807.jpg,0.4138
808,frame_000808.jpg,0.3926
809,frame_000809.jpg,0.3924
810,frame_000810.jpg,0.3957
811,frame_000811.jpg,0.3983
812,frame_000812.jpg,0.4034
813,frame_000813.jpg,0.3917
814,frame_000814.jpg,0.3967
815,frame_000815.jpg,0.3989
816,frame_000816.jpg,0.39
817,frame_000817.jpg,0.3937
818,frame_000818.jpg,0.386
819,frame_000819.jpg,0.3903
820,frame_000820.jpg,0.3942
