index,filename,width,height,green_px
71,frame_000071.jpg,1920,1080,1149
72,frame_000072.jpg,1920,1080,1120
73,frame_000073.jpg,1920,1080,1116
74,frame_000074.jpg,1920,1080,1126
75,frame_000075.jpg,1920,1080,1110
76,frame_000076.jpg,1920,1080,1141
77,frame_000077.jpg,1920,1080,1080
78,frame_000078.jpg,1920,1080,1176
79,frame_000079.jpg,1920,1080,1170
80,frame_000080.jpg,1920,1080,1150
81,frame_000081.jpg,1920,1080,1100
82,frame_000082.jpg,1920,1080,1102
83,frame_000083.jpg,1920,1080,1111
84,frame_000084.jpg,1920,1080,2039
85,frame_000085.jpg,1920,1080,1138
